index,ID,Date,Post,Username,Retweets,Favorites,Geo,Mentions,Hashtags
13463,1291315141397504000,2020-08-06 10:08:15+00:00,"@TRAI This is the condition of fastest 4G network in the country. Requesting to take an immediate action against @airtelindia @Airtel_Presence They escalated my concern last monday, but there is zero improvement. @AIRTEL_KE @airtelnews @AirtelNigeria @Airtel_Ug @airtelmg",mrtaranpreet,1,1,,@TRAI @airtelindia @Airtel_Presence @AIRTEL_KE @airtelnews @AirtelNigeria @Airtel_Ug @airtelmg,
13464,1291314044004184064,2020-08-06 10:03:54+00:00,#Kenyan telcos @AIRTEL_KE &amp; @TelkomKenya call off a planned merger due to regulatory delays - which would run contrary to plans to challenge the monopoly of market leader @SafaricomPLC. There was also a pushback from staff who would have lost their jobs.,SonghaiAdvisory,0,0,,@AIRTEL_KE @TelkomKenya @SafaricomPLC,#Kenyan
13465,1291313786541023237,2020-08-06 10:02:52+00:00,"@AIRTEL_KE l cannot buy bundles and yet l have credit on my phone, since Saturday, why???",RoselynnAbisaki,0,0,,@AIRTEL_KE,
13469,1291312107514933251,2020-08-06 09:56:12+00:00,@AIRTEL_KE @Coopbankenya chezeni kama nyinyi.,Moseshuez,0,0,,@AIRTEL_KE @Coopbankenya,
13472,1291309775196696576,2020-08-06 09:46:56+00:00,"@AIRTEL_KE we need a serious talk. 0753511174 county Mombasa changamwe. Nearest landmark, chaani dispensary. Tell me more about the 30GB plan also but am loosy my confidence in your network. ",onesmusmbithi2,0,0,,@AIRTEL_KE,
13477,1291308904903827456,2020-08-06 09:43:28+00:00,"@AIRTEL_KE Hi, please check Dm - help. Thanks",MudiHussein,0,0,,@AIRTEL_KE,
13489,1291305303687024641,2020-08-06 09:29:10+00:00,"@AIRTEL_KE it is now more than 36hours later, The issue is still being handled? Kwani mnachimba mafuta ama mnasort my line? So pathetic ",MbuveReuben,0,0,,@AIRTEL_KE,
13490,1291304837167091712,2020-08-06 09:27:19+00:00,"@AIRTEL_KE I've been purchasing bundles thru my airtel line as shared in ur inbox.&amp; when I request for balance,instead I get an SMS a few minutes later that my bundles is 95% used&amp; connection disconnects.I purchase yesterday&amp;2day I've received via ChapChap. What might b the prob?",SophyNight,0,1,,@AIRTEL_KE,
13492,1291304429757571073,2020-08-06 09:25:41+00:00,How would you rate the performance of @AIRTEL_KE on resolving customer complaints?,elijah_odhiambo,0,0,,@AIRTEL_KE,
13506,1291302002245480448,2020-08-06 09:16:03+00:00,I want to know from Airtel what is the problem of your network. I don't think you have any response even after repeated tweets. I have never seen a bad network like yours. @AIRTEL_KE @airtelindia @airtelmg @Airtel_Ug @airtel_tanzania @Airtel_Zambia,BijayKumarKaya1,0,0,,@AIRTEL_KE @airtelindia @airtelmg @Airtel_Ug @airtel_tanzania @Airtel_Zambia,
13507,1291301995899387904,2020-08-06 09:16:01+00:00,"All children everywhere deserve the right to study without any worry! Choose your preferred home internet options from @AIRTEL_KE, @SafaricomPLC, or the @ZukuOfficial store so your kids can easily access educational content. #JunctionKidsMonth #KidsLearningWeek",thejunctionmall,0,0,,@AIRTEL_KE @SafaricomPLC @ZukuOfficial,#JunctionKidsMonth #KidsLearningWeek
13516,1291300746407768065,2020-08-06 09:11:03+00:00,"@Airtel_Presence Why isn't there an option under ""help and support"" section for Incorrect Bill sent by Airtel. Does Airtel assumes it can't send incorrect Bill? Is this a fair assumption? @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia",Right_Click11,0,0,,@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia,
13518,1291300644943364097,2020-08-06 09:10:39+00:00,"@Airtel_Presence Why isn't there an option under ""help and support"" section for Incorrect Bill sent by Airtel. Does Airtel assumes it can't send incorrect Bill? Is this a fair assumption? @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia",Right_Click11,0,0,,@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia,
13519,1291300574814584833,2020-08-06 09:10:22+00:00,"@Airtel_Presence Why isn't there an option under ""help and support"" section for Incorrect Bill sent by Airtel. Does Airtel assumes it can't send incorrect Bill? Is this a fair assumption? @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia",Right_Click11,0,0,,@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia,
13522,1291300126477099008,2020-08-06 09:08:36+00:00,"@Airtel_Presence Why isn't there an option under ""help and support"" section for Incorrect Bill sent by Airtel. Does Airtel assumes it can't send incorrect Bill? Is this a fair assumption? @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia",Right_Click11,0,0,,@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia,
13523,1291299819038834689,2020-08-06 09:07:22+00:00,Have you seen the @AIRTEL_KE 2.5GB daily for 30 days na ni thao tu? ,bennykim_bk,0,0,,@AIRTEL_KE,
13527,1291297933732859904,2020-08-06 08:59:53+00:00,"@AIRTEL_KE kwani izi bundles zenu ,they can't even last an hour ,even za safaricom are better",Stephenmasila9,0,0,,@AIRTEL_KE,
13543,1291291899664510976,2020-08-06 08:35:54+00:00,@AIRTEL_KE check DM,herbertmwambi,0,0,,@AIRTEL_KE,
13544,1291291447447126016,2020-08-06 08:34:06+00:00,@AIRTEL_KE no internet on my phone please resolve this issue,Nabz_cool,0,0,,@AIRTEL_KE,
13547,1291290305484947457,2020-08-06 08:29:34+00:00,@AIRTEL_KE Please check DM.,EdmukiM,0,0,,@AIRTEL_KE,
13549,1291289668676460544,2020-08-06 08:27:02+00:00,"You buy all the @AIRTEL_KE bundles in the world, then wanakunyima network. Heard from the @CA_Kenya you now share mast. How come Airtel &amp; @TelkomKenya are consistently having poor networks in any city/town outside the CBDs yet @SafaricomPLC remains strong hadi machinani?",flexxmosh,0,0,,@AIRTEL_KE @CA_Kenya @TelkomKenya @SafaricomPLC,
13552,1291288669991718913,2020-08-06 08:23:04+00:00,"Hehe! Maajabu! ..We're In 2020 and @AIRTEL_KE lines loosing network connectivity, the sim card is in an original Nokia phone( The best hone known for network connections). Useless Telco!",Piento_96,0,1,,@AIRTEL_KE,
13564,1291285428876775424,2020-08-06 08:10:11+00:00,"@AIRTEL_KE my line 0733742441 has gone off. It's saying ""Mobile network not Available"". Please help. I'm available on 0724742441",Toki_Tokimi,0,0,,@AIRTEL_KE,
13573,1291283777243807745,2020-08-06 08:03:38+00:00,@AIRTEL_KE why am l unable fo get a feedback (message) on my data balance?,BramShikanda,0,0,,@AIRTEL_KE,
13577,1291283286308855808,2020-08-06 08:01:40+00:00,"@AIRTEL_KE We are having a problem in communicating airtel to airtel, What could be the problem ? Can you address that problem Kindly.",MasingiBrian1,1,1,,@AIRTEL_KE,
13583,1291282603413245952,2020-08-06 07:58:58+00:00,"@AIRTEL_KE hi, does your network support eSIM use?",j_njugunason,0,0,,@AIRTEL_KE,
13601,1291279364949237760,2020-08-06 07:46:06+00:00,Who has also realised @AIRTEL_KE lines aren't calling??,mumo_ezekiel,0,0,,@AIRTEL_KE,
13610,1291277758572756995,2020-08-06 07:39:43+00:00,"@AIRTEL_KE #customercare what's happening again. My line 0733742441 has gone off again. Mon you had issues, today the same. Can someone sort me out please #concernedhighhorse #frastrationgalore @kot",Toki_Tokimi,0,0,,@AIRTEL_KE @kot,#customercare #concernedhighhorse #frastrationgalore
13618,1291275684195827712,2020-08-06 07:31:28+00:00,@AIRTEL_KE i am using this package i got 40GB but cant access internet. ,Snex_Boy,0,0,,@AIRTEL_KE,
13619,1291275529853771778,2020-08-06 07:30:51+00:00,Oya @TelkomKenya my apartment is faiba enabled. Naezaata aje router yenu n whats the cost of installation. Nimechoka na disapointments za @AIRTEL_KE,KelvinArao,0,0,,@TelkomKenya @AIRTEL_KE,
13625,1291274593219608576,2020-08-06 07:27:08+00:00,@AIRTEL_KE whats up u ain't replying to my dm?,oscar_tall,0,0,,@AIRTEL_KE,
13627,1291274300981424128,2020-08-06 07:25:58+00:00,@AIRTEL_KE hebu guys call me right away 0731777342,Snex_Boy,0,0,,@AIRTEL_KE,
13629,1291273361570574336,2020-08-06 07:22:14+00:00,How does this binge bundles work? @AIRTEL_KE,OwinoOkiro,0,0,,@AIRTEL_KE,
13630,1291272820329152513,2020-08-06 07:20:05+00:00,@TelkomKenya has the worst internet coverage in my Area (Sotik) yet their internet speed is stable but not reliable(1mbs to 4mbs)... Atleast yao sasa! In fact most of the premier league matches nliwatch online na @TelkomKenya bundles. @AIRTEL_KE up your game please.,Erimachel,0,2,,@TelkomKenya @TelkomKenya @AIRTEL_KE,
13636,1291270927620214784,2020-08-06 07:12:34+00:00,"@AIRTEL_KE HI am having difficulties using your services, i have send a DM and no reply, how is your customer care working?",Firstborn_ke,0,0,,@AIRTEL_KE,
13643,1291269590291341312,2020-08-06 07:07:15+00:00,@AIRTEL_KE How can I get internet settings on my phone??,Antonyotienoh,0,0,,@AIRTEL_KE,
13644,1291269324972359680,2020-08-06 07:06:12+00:00,@E537K I concur with you. You can't even watch news on @YouTube with @AIRTEL_KE bundles yet their 3G network is full. Speed below 5mps on @AIRTEL_KE is just a disgrace to us as customers.,Erimachel,0,3,,@E537K @YouTube @AIRTEL_KE @AIRTEL_KE,
13665,1291267025885696000,2020-08-06 06:57:04+00:00,What's the difference between the Binge bundle package and the Amazing data @AIRTEL_KE,_eLijah_Elias,0,0,,@AIRTEL_KE,
13671,1291264892683640833,2020-08-06 06:48:35+00:00,Hey @AIRTEL_KE . Kindly check your DM,NKorir,0,0,,@AIRTEL_KE,
13676,1291264169728253952,2020-08-06 06:45:43+00:00,"Do we all agree that managing personal finances can be an impossible affair, others employ financial advisors or financial managers. Let's discuss #keepingcashimpossible @984inthemorning @CapitalFMKenya @BBCAfrica @SafaricomPLC @AIRTEL_KE @CBKKenya",BarackAran,0,0,,@984inthemorning @CapitalFMKenya @BBCAfrica @SafaricomPLC @AIRTEL_KE @CBKKenya,#keepingcashimpossible
13679,1291263553916284929,2020-08-06 06:43:16+00:00,@AIRTEL_KE what's going on with your system? Been unable to purchase bundles since yesterday ,qashyk,0,0,,@AIRTEL_KE,
13680,1291263488384479233,2020-08-06 06:43:00+00:00,"My customer sent money to d.light solar unfortunately to a wrong account , we called the customer care but the way she handled the problem it was selfish and mean. It's been a month now no solution.. I think problem solving will cost u a great deal.@AIRTEL_KE",Andersonmwaku,0,0,,@AIRTEL_KE,
13691,1291259130993430528,2020-08-06 06:25:41+00:00,@AIRTEL_KE hii mambo ya kugawa bundles sijui day or night manzeee si fiti. Mimi hata free whatsapp sitaki juu huwa haifanyi ....if i make a purchase of Data msiniekee limit!,pilot_dereva,1,2,,@AIRTEL_KE,
13701,1291257087750746113,2020-08-06 06:17:34+00:00,"hallo, @airtel_ke there is no clear connections on on net calls, watzap?",DemusMumo,0,0,,@AIRTEL_KE,
13703,1291254116363186176,2020-08-06 06:05:46+00:00,"@AIRTEL_KE hatuwezi ishi hivi, if my substiption expires to remind me once or two is okay . Sasa almost 20 sms in an inteval of 5 minutes each at the middle of the night. Irritating. ",kelvinkihara,0,0,,@AIRTEL_KE,
13706,1291253955066986498,2020-08-06 06:05:07+00:00,"Kenya: @TelkomKenya, @AIRTEL_KE hang up on #merger citing approval delays https://www.nation.co.ke/kenya/business/planned-telkom-kenya-airtel-merger-fails-1913598 #competitionlaw #ICT #telecommunications #digitaleconomy #Africa @KeTreasury @CAK_Kenya @CA_Kenya",kenyantitrust,1,0,,@TelkomKenya @AIRTEL_KE @KeTreasury @CAK_Kenya @CA_Kenya,#merger #competitionlaw #ICT #telecommunications #digitaleconomy #Africa
13707,1291253392418000897,2020-08-06 06:02:53+00:00,"@AIRTEL_KE You decided not to assist me! It's almost one week begging for help ,the only thing you ask ni share your number , once shared you never appears again!",peter_karanja_,0,0,,@AIRTEL_KE,
13708,1291251131516149760,2020-08-06 05:53:54+00:00,@AIRTEL_KE such rubbish customer service. You guys are fast catching up with safaricom on stealing from your customers. Migrating to telecom,tboz23103232,0,0,,@AIRTEL_KE,
13709,1291251099815510016,2020-08-06 05:53:47+00:00,@pesapalcare @Pesapal A week ago I bought airtime for an @AIRTEL_KE line using your service. This has however not been reflected onto my account... Though I did receive your email confirmation that the money had been forwarded to @AIRTEL_KE Kindly check your DM for details...,swami3011,0,0,,@pesapalcare @Pesapal @AIRTEL_KE @AIRTEL_KE,
13712,1291249602772033537,2020-08-06 05:47:50+00:00,"Hello @AIRTEL_KE, You haven't responded to my issue yet.",Mureithimugo,0,0,,@AIRTEL_KE,
13716,1291248946338246656,2020-08-06 05:45:13+00:00,"@Pesapal Hi, about a week ago I bought airtime for an @AIRTEL_KE line using your service. This has however not been reflected onto my account... Though I did receive your email confirmation that the money had been forwarded to @AIRTEL_KE Kindly check your DM for details...",swami3011,0,0,,@Pesapal @AIRTEL_KE @AIRTEL_KE,
13724,1291244235358838784,2020-08-06 05:26:30+00:00,@airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @airtelmg @Airtel_Ug @TRAI @VodafoneIN @TataTeleBiz,DineshMendiratt,1,0,,@airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @airtelmg @Airtel_Ug @TRAI @VodafoneIN @TataTeleBiz,
13726,1291243894609522690,2020-08-06 05:25:09+00:00,There was NEVER a real Intention to merge @TelkomKenya and @AIRTEL_KE. The local partners of the investor Helios know that Telkom Kenya's real wealth is not in the business but in the Land assets the company has. Telkom has prime land in every TOWN. ,GitahiRoy,1,2,,@TelkomKenya @AIRTEL_KE,
13731,1291242052823416832,2020-08-06 05:17:50+00:00,"@AIRTEL_KE your network is boring, please refresh your network",iam_Petah,0,0,,@AIRTEL_KE,
13739,1291240095660613632,2020-08-06 05:10:03+00:00,"For the same price, @AIRTEL_KE is offering 2.5gb per day",richardkyaka,0,0,,@AIRTEL_KE,
13742,1291238165433528321,2020-08-06 05:02:23+00:00,"@AIRTEL_KE nko na data kwa app yenu mlinipa jana after installation ya hio app na haitumiki nn mbaya na nyinyi,",nassoro3,0,0,,@AIRTEL_KE,
13748,1291231285122412544,2020-08-06 04:35:02+00:00,"@AIRTEL_KE What is this Airtel friendz chat message that I received deep in the night? Conveniently, the stop message fails. Mmekuwa wezi kama wale wengine?",Mwaphriqa,0,0,,@AIRTEL_KE,
13754,1291229872904376321,2020-08-06 04:29:26+00:00,"@AIRTEL_KE fucked up systems, you should quit the market asap.",tigerproexp,0,0,,@AIRTEL_KE,
13761,1291224135029465088,2020-08-06 04:06:38+00:00,"@muganemutua @AIRTEL_KE so useless, in Ainabkoi around Ainabkoi center making calls is even a challenge, very poor network",Kiyaieli,0,0,,@muganemutua @AIRTEL_KE,
13769,1291221055428866049,2020-08-06 03:54:23+00:00,"@AIRTEL_KE How long does it take for you to respond to a DM?? You stole my money by not reflecting bought airtime on my line, refusing to pick up when I call #100#and are now continuing to ignore my DMs? What a bunch of mafioso!!!",swami3011,0,0,,@AIRTEL_KE,
13771,1291220137144717313,2020-08-06 03:50:45+00:00,@Pesapal @AIRTEL_KE hello please sort my airtime purchase OH53D4CPQN Confirmed. Ksh500.00 sent to PesaPal for account Art733869318 on 5/8/20 at 7:23 PM N,johnroberto7,0,0,,@Pesapal @AIRTEL_KE,
13772,1291219812215959555,2020-08-06 03:49:27+00:00,#Airtelcheats #airtelxstream #airtelworst @trai @airtelindia @Airtel_Presence @AirtelNigeria @AIRTEL_KE @airtelnews @Airtel_Ug @airtelmg @Airtel_Zambia How many days will you take to fix a simple connection failure. Been 4 days and counting!!!!,jainchahat,1,2,,@TRAI @airtelindia @Airtel_Presence @AirtelNigeria @AIRTEL_KE @airtelnews @Airtel_Ug @airtelmg @Airtel_Zambia,#Airtelcheats #airtelxstream #airtelworst
13773,1291216875490365440,2020-08-06 03:37:47+00:00,@AIRTEL_KE why would I be charged for Airtime yet I have subscribed to the unlimited combo.1k monthly bundles? I have over 140 min. Due to expire on 8/8/2020,MakayotoStephen,0,0,,@AIRTEL_KE,
13774,1291216578462330880,2020-08-06 03:36:36+00:00,@AIRTEL_KE your systems are either too old or overwhelmed. All these messages coming in today yet they were supposed to serve me before the end of last month . Sickening ,muganemutua,0,0,,@AIRTEL_KE,
13775,1291216367379722240,2020-08-06 03:35:46+00:00,@AIRTEL_KE it's over 30 days since I registered my concerns about my voucher that was due to expire. VoucherID No. G6A7GIGH of amount Ksh. 1500. To date I haven't received any feedback.,MakayotoStephen,0,0,,@AIRTEL_KE,
13777,1291215127333699584,2020-08-06 03:30:50+00:00,@AIRTEL_KE what happens to your network immediately darkness falls? A 4G signal that can not load 5 kbs! You are becoming useless.,muganemutua,0,0,,@AIRTEL_KE,
13779,1291207851734642690,2020-08-06 03:01:55+00:00,"Hey, @Airtel_KE Morning! PS, what's the status of 0781 969631 number. Can I swap it without any problem or should I visit your Customer care in Kisumu branch? ",rodgersodinga_,1,3,,@AIRTEL_KE,
13781,1291176941152808960,2020-08-06 00:59:06+00:00,@AIRTEL_KE Check DM pls.,puncakke,0,0,,@AIRTEL_KE,
13782,1291165158274981891,2020-08-06 00:12:17+00:00,"It shows why @Airtel_ke has been grumpy these days..lack of customer apathy,no response blah blah.. so sickening",BenAllan08,0,0,,@AIRTEL_KE,
13787,1291133931753021440,2020-08-05 22:08:12+00:00,@AIRTEL_KE night bundles are supposed to last for at least 24hrs. Yes???,AnnaSta64134595,0,0,,@AIRTEL_KE,
13797,1291123861719785473,2020-08-05 21:28:11+00:00,@AIRTEL_KE My line was blocked on Tuesday and when I called customer care I was told that I have arrears. I have been paying all my bills promptly thus can't understand. Visited Nakuru shop was told the same. This is double payment. Kindly assist,STEPHENTARUS,0,0,,@AIRTEL_KE,
13799,1291120154101927937,2020-08-05 21:13:27+00:00,@AIRTEL_KE please check dm,Scofieldo13,0,0,,@AIRTEL_KE,
13800,1291120044240445450,2020-08-05 21:13:01+00:00,"@AIRTEL_KE what has come over you guys, your network is not doing well, poor internet connection,I buy bundles of even 200/- and just get expired without enjoying value for my money ",ArafatAndale,0,0,,@AIRTEL_KE,
13810,1291113463318814721,2020-08-05 20:46:52+00:00,@AIRTEL_KE,MartinSucrose,0,0,,@AIRTEL_KE,
13816,1291111770896109572,2020-08-05 20:40:08+00:00,@AIRTEL_KE ,Kevo_Chairman,0,0,,@AIRTEL_KE,
13817,1291110843153883140,2020-08-05 20:36:27+00:00,"Dear @AIRTEL_KE one day I will write a love poem for you to appreciate your care for hustlers like me, once you've removed the night bundle thing @20bob yours truly Bin Vuu",gregorykiambati,0,2,,@AIRTEL_KE @20bob,
